Time Stamp (ms),qw,qx,qy,qz
402815,0.899475,0.345825,0.145935,-0.223633
402857,0.930481,0.305054,0.112305,-0.169006
402896,0.944336,0.260315,0.115723,-0.164673
402938,0.91333,0.297119,0.187744,-0.20575
402977,0.890076,0.341309,0.21936,-0.207642
403018,0.889954,0.38739,0.175964,-0.164063
403059,0.926086,0.356873,0.0962524,-0.0755005
403099,0.946472,0.303711,0.109192,-0.00823975
403142,0.941772,0.312561,0.117554,0.0393066
403181,0.960144,0.278198,0.0209351,0.0186768
403220,0.950134,0.307251,0.0515747,-0.0114746
403263,0.934448,0.331787,0.107239,-0.0720825
403302,0.936707,0.32428,0.0993042,-0.0866089
403342,0.948181,0.295349,0.0786743,-0.0870972
403383,0.938232,0.300354,0.15271,-0.0789185
403423,0.934387,0.321838,0.128113,-0.083374
403466,0.930603,0.2854,0.172302,-0.151001
403506,0.896484,0.325256,0.268921,-0.13501
403546,0.870911,0.390869,0.279602,-0.102905
403587,0.852051,0.410583,0.318909,-0.0612183
403625,0.860779,0.377625,0.335999,-0.0593262
403668,0.882629,0.364563,0.291077,-0.0578613
403708,0.896851,0.341431,0.275269,-0.0577393
403751,0.877747,0.363586,0.30542,-0.0640259
403790,0.871887,0.410034,0.266357,-0.0267944
403831,0.878601,0.392822,0.271545,0.00189209
403869,0.880188,0.362976,0.305115,0.0194702
403912,0.898193,0.345032,0.27124,0.0248413
403952,0.876099,0.379822,0.274414,0.113281
403992,0.811462,0.440735,0.282593,0.259644
404033,0.811279,0.361694,0.360779,0.284241
404073,0.788879,0.296753,0.367432,0.393188
404114,0.759338,0.2948,0.378174,0.43988
404155,0.801025,0.252197,0.37854,0.389282
404196,0.858093,0.212158,0.348755,0.311523
404235,0.865479,0.228577,0.348572,0.277893
404278,0.885925,0.265686,0.298096,0.235901
404316,0.886902,0.298523,0.250122,0.248413
404358,0.863159,0.283875,0.332642,0.25238
404399,0.903687,0.240356,0.29834,0.191406
404440,0.921265,0.235596,0.244385,0.18988
404478,0.899597,0.282776,0.270264,0.194092
404521,0.909058,0.276123,0.246704,0.19104
404562,0.891357,0.252136,0.316284,0.204529
404602,0.902893,0.280701,0.282471,0.162048
404641,0.904053,0.309082,0.25116,0.155334
404683,0.899353,0.338013,0.220825,0.167786
404723,0.888672,0.320007,0.247192,0.216125
404764,0.88385,0.289734,0.313232,0.191772
404805,0.88324,0.302246,0.299805,0.196655
404845,0.887207,0.315674,0.278259,0.189148
404886,0.906555,0.268372,0.279358,0.167542
404926,0.934265,0.214539,0.196716,0.205872
404967,0.93634,0.193787,0.139832,0.257263
405008,0.926392,0.165588,0.0678711,0.331299
405049,0.927429,0.144287,0.0133667,0.344788
405088,0.893066,0.161194,0.074707,0.413391
405129,0.842712,0.142151,0.0634155,0.515381
405169,0.833984,0.109375,0.0707397,0.536194
405210,0.829285,0.101379,0.0222778,0.549072
405250,0.80957,0.0845947,0.0483398,0.578918
405291,0.77301,0.113892,0.157837,0.60376
405332,0.75824,0.114624,0.135986,0.627197
405372,0.7677,0.0678711,0.161743,0.616394
405413,0.800415,0.0803223,0.0922241,0.586853
405453,0.795044,0.0927734,0.149109,0.580566
405494,0.786316,0.153625,0.171753,0.573242
405535,0.76178,0.160156,0.15509,0.608276
405576,0.78717,0.140137,0.139893,0.584106
405615,0.821106,0.130554,0.160034,0.532104
405658,0.792053,0.155273,0.261108,0.529541
405699,0.786438,0.171265,0.264526,0.53125
405738,0.800293,0.12561,0.274719,0.517944
405778,0.828735,0.0953979,0.237061,0.497864
405819,0.809082,0.117798,0.296753,0.493408
405861,0.821472,0.108643,0.225586,0.512268
405900,0.812744,0.0512085,0.267273,0.515198
405941,0.841614,0.0625,0.197998,0.498596
405980,0.828918,0.0845947,0.193298,0.518066
406021,0.83197,0.107178,0.251282,0.482849
406063,0.851318,0.122559,0.234619,0.453003
406103,0.839905,0.0739136,0.263672,0.468628
406144,0.802063,0.0982056,0.284973,0.515564
406184,0.783203,0.0882568,0.327698,0.520935
406224,0.808838,0.0541382,0.31427,0.494019
406265,0.897156,0.0643311,0.21936,0.377991
406304,0.94043,0.127991,0.118896,0.291748
406348,0.947205,0.163879,0.0586548,0.269348
406388,0.946167,0.147217,0.0100708,0.287964
406429,0.946106,0.122253,-0.060791,0.293762
406468,0.954407,0.0709839,-0.111816,0.267456
406508,0.948792,0.0408936,-0.131348,0.284302
406551,0.958984,0.03302,-0.180542,0.216125
406589,0.970093,-0.0055542,-0.189453,0.151611
406631,0.96991,-0.0512695,-0.20459,0.121704
406672,0.966858,-0.0291748,-0.243469,0.0710449
406713,0.957458,0.0344238,-0.286499,0.00177002
406753,0.944397,0.0871582,-0.31665,-0.0139771
406794,0.94165,0.0917969,-0.323181,0.0205078
406833,0.935486,0.100525,-0.336975,0.0342407
406874,0.941101,0.105103,-0.320862,0.0178833
406916,0.950806,0.167969,-0.259216,-0.0238037
406956,0.951233,0.21283,-0.221985,-0.0230713
406996,0.94989,0.251587,-0.185059,0.0112305
407038,0.938354,0.289063,-0.183044,0.0495605
407078,0.941101,0.276123,-0.193604,0.0247803
407119,0.939026,0.268005,-0.212463,-0.0344238
407156,0.934204,0.242249,-0.25885,-0.0395508
407198,0.923584,0.288269,-0.246216,-0.0568237
407239,0.914368,0.349854,-0.193848,-0.0632935
407280,0.909607,0.380737,-0.155273,-0.0593262
407319,0.894287,0.373352,-0.209229,-0.130798
407362,0.875427,0.337524,-0.298889,-0.174377
407401,0.85614,0.308716,-0.362976,-0.200012
407442,0.831299,0.316956,-0.381348,-0.251038
407484,0.790344,0.347595,-0.387573,-0.322937
407521,0.78186,0.361877,-0.42157,-0.282837
407565,0.757324,0.37854,-0.440857,-0.297974
407604,0.727966,0.421387,-0.409241,-0.353577
407647,0.731934,0.440979,-0.383545,-0.350342
407684,0.701538,0.486023,-0.355774,-0.380859
407726,0.70166,0.490601,-0.382446,-0.347412
407767,0.709351,0.445129,-0.402954,-0.369141
407806,0.715393,0.393738,-0.419006,-0.397034
407848,0.703735,0.396301,-0.448181,-0.383118
407889,0.692932,0.413086,-0.441833,-0.392456
407931,0.701904,0.406799,-0.426086,-0.40033
407970,0.693726,0.424194,-0.401733,-0.421143
408008,0.638123,0.470154,-0.406067,-0.454773
408051,0.572876,0.519836,-0.392822,-0.497253
408091,0.572876,0.521545,-0.358215,-0.520996
408133,0.61615,0.474854,-0.340271,-0.52832
408174,0.662842,0.416626,-0.346741,-0.516541
408213,0.677185,0.392639,-0.392639,-0.482788
408254,0.664917,0.419922,-0.381592,-0.485718
408294,0.677368,0.3302,-0.396484,-0.524353
408334,0.677002,0.322693,-0.419006,-0.51178
408374,0.673706,0.372131,-0.409363,-0.489929
408416,0.679321,0.438904,-0.38855,-0.441589
408457,0.672424,0.435181,-0.371155,-0.469727
408497,0.6745,0.400879,-0.400085,-0.473572
408537,0.668823,0.437378,-0.403442,-0.445618
408579,0.69574,0.464722,-0.350037,-0.421265
408619,0.691345,0.460327,-0.334595,-0.44519
408661,0.710999,0.415649,-0.355347,-0.442078
408701,0.698975,0.354614,-0.403259,-0.47229
408742,0.689453,0.400024,-0.399231,-0.453064
408782,0.715881,0.351257,-0.39978,-0.452026
408821,0.761902,0.231018,-0.39093,-0.461914
408863,0.777161,0.128601,-0.389526,-0.477173
408904,0.806335,0.148926,-0.361938,-0.44342
408943,0.826477,0.0646362,-0.353638,-0.433289
408983,0.844849,0.0804443,-0.358398,-0.388977
409026,0.843628,0.0289307,-0.381042,-0.377197
409067,0.854736,0.0263672,-0.370178,-0.362915
409105,0.862854,0.0626221,-0.349121,-0.360107
409147,0.868591,0.0636597,-0.348938,-0.346069
409187,0.868774,0.0530396,-0.351196,-0.345093
409229,0.869873,0.0592651,-0.337952,-0.354431
409267,0.869324,0.0192871,-0.352661,-0.345703
409310,0.863647,0.000793457,-0.357849,-0.35498
409351,0.873901,0.0412598,-0.317139,-0.36615
409390,0.867554,0.0427246,-0.327087,-0.372192
409433,0.867188,0.0363159,-0.343567,-0.358582
409471,0.850281,-0.00811768,-0.383179,-0.360718
409512,0.838013,0.00482178,-0.405029,-0.36554
409554,0.838562,0.0665283,-0.390869,-0.373596
409593,0.838562,0.144714,-0.382935,-0.359558
409636,0.834412,0.161621,-0.368835,-0.376221
409674,0.841309,0.183533,-0.34082,-0.377258
409715,0.851196,0.111206,-0.336487,-0.387085
409755,0.842773,0.0480347,-0.390808,-0.366943
409797,0.866211,0.0283813,-0.389404,-0.311768
409836,0.871216,0.0158691,-0.392578,-0.294312
409878,0.878906,0.0186768,-0.375,-0.29425
409918,0.867004,-0.00256348,-0.363464,-0.340881
409959,0.869812,-0.0107422,-0.340454,-0.356995
409999,0.875488,-0.0185547,-0.332764,-0.349976
410041,0.883789,-0.0305786,-0.344849,-0.314758
410082,0.878052,-0.0646362,-0.379639,-0.28418
410120,0.857666,-0.115845,-0.406921,-0.292236
410160,0.844177,-0.175354,-0.420654,-0.282227
410201,0.850281,-0.211975,-0.410461,-0.252258
410244,0.824036,-0.276306,-0.433167,-0.238647
410283,0.846619,-0.244324,-0.418274,-0.220459
410323,0.854248,-0.268616,-0.40686,-0.180359
410365,0.855042,-0.315674,-0.393555,-0.119934
410403,0.875366,-0.344543,-0.338928,0.0136108
410447,0.881042,-0.32843,-0.335632,0.0563965
410487,0.915405,-0.28479,-0.248962,0.137512
410528,0.891052,-0.283386,-0.0248413,0.353638
410568,0.829468,-0.249939,0.11731,0.485535
410607,0.705627,-0.218689,0.225952,0.634949
410650,0.629272,-0.197266,0.250488,0.708801
410688,0.641052,-0.15625,0.237244,0.712952
410731,0.657715,-0.0874634,0.161499,0.73053
410770,0.661316,-0.071228,0.122742,0.736572
410810,0.633667,-0.0726318,0.194336,0.745239
410851,0.629578,-0.0866699,0.210449,0.742859
410891,0.645752,-0.0731201,0.126526,0.749451
410933,0.640015,-0.0852051,0.14502,0.749756
410974,0.626404,-0.0447388,0.105347,0.771057
411014,0.607483,-0.0894775,0.142395,0.776306
411053,0.575073,-0.0509033,0.0264893,0.816101
411096,0.600281,-0.0912476,0.0598145,0.792358
411136,0.60144,-0.0876465,0.122009,0.784668
411177,0.588318,-0.0686646,0.0650024,0.80304
411216,0.580811,-0.10614,0.0842285,0.802673
411256,0.566833,-0.0567017,-0.0133667,0.821777
411299,0.567566,-0.119995,0.0632935,0.812073
411338,0.567322,-0.0847168,0.00775146,0.819092
411379,0.586548,-0.133911,-0.0170898,0.798584
411419,0.595032,-0.0786743,-0.0614014,0.797485
411460,0.611328,-0.0597534,-0.0730591,0.785767
411501,0.623657,-0.098938,-0.00445557,0.775391
411541,0.618896,-0.0790405,0.0117188,0.781372
411582,0.585449,-0.086853,-0.0171509,0.805847
411624,0.492554,-0.0787964,-0.0142822,0.866577
411664,0.462463,-0.060791,-0.0854492,0.880432
411704,0.487915,-0.123413,-0.032959,0.863525
411747,0.471069,-0.144409,0.0391846,0.869324
411785,0.463745,-0.122803,0.0521851,0.875854
411824,0.452881,-0.131958,0.0617065,0.879578
411867,0.465637,-0.113892,0.00488281,0.877625
411906,0.512268,-0.120544,-0.00653076,0.850281
411946,0.527405,-0.121338,0.0178223,0.840759
411987,0.508728,-0.102356,0.00146484,0.854797
412029,0.446594,-0.0864258,-0.0621338,0.888367
412069,0.484619,-0.111877,-0.0599365,0.865479
412108,0.58252,-0.108032,-0.0864868,0.800964
412151,0.622742,-0.136047,-0.0612793,0.768066
412190,0.64502,-0.130859,-0.0759277,0.749023
412232,0.649597,-0.134399,-0.147705,0.733582
412273,0.681885,-0.194214,-0.155701,0.687805
412312,0.638489,-0.171692,-0.124146,0.739929
412354,0.551025,-0.161133,-0.128479,0.808655
412395,0.423645,-0.216736,-0.0948486,0.87439
412435,0.366455,-0.238403,-0.0598755,0.8974
412476,0.504883,-0.28894,-0.0271606,0.812927
412517,0.630127,-0.298157,-0.00585938,0.716919
412555,0.665955,-0.279175,-0.00585938,0.691772
412598,0.635925,-0.246582,-0.109192,0.723083
412636,0.677979,-0.204773,-0.160156,0.687561
412679,0.694946,-0.226929,-0.112427,0.672974
412720,0.653259,-0.237122,-0.158752,0.701294
412758,0.654175,-0.251587,-0.194458,0.686279
412799,0.641968,-0.309937,-0.0690918,0.697876
412839,0.639038,-0.328735,0.0446167,0.69397
412881,0.631409,-0.356262,0.0991211,0.68158
412922,0.624451,-0.357666,0.104004,0.686462
412962,0.606689,-0.344055,0.0857544,0.711487
413002,0.597534,-0.369812,0.0464478,0.709961
413045,0.56488,-0.400085,0.000366211,0.721741
413083,0.541321,-0.377197,-0.0145264,0.751343
413123,0.565186,-0.371948,0.0276489,0.73584
413166,0.589172,-0.391785,0.0647583,0.703735
413204,0.555603,-0.420044,0.0429077,0.716248
413248,0.578064,-0.419434,0.0936279,0.693665
413286,0.591919,-0.414063,0.13916,0.677368
413328,0.584778,-0.425293,0.118835,0.680481
413368,0.520569,-0.435852,0.0784302,0.72998
413407,0.482788,-0.440735,0.0377197,0.755798
413449,0.438171,-0.435669,0.0377808,0.785339
413489,0.365845,-0.402283,0.0691528,0.836365
413530,0.306885,-0.397461,0.0952148,0.859558
413569,0.278748,-0.365906,0.0841064,0.883911
413612,0.340942,-0.393433,0.0913086,0.848938
413651,0.293701,-0.3974,0.118347,0.861267
413693,0.247314,-0.379333,0.10675,0.885193
413732,0.181702,-0.421021,0.10907,0.881958
413773,0.133057,-0.370911,0.0391235,0.918274
413814,0.127319,-0.380066,0.0535278,0.914612
413853,0.0916138,-0.310852,0.0330811,0.945435
413895,0.0818481,-0.295898,0.0404663,0.950867
413934,0.055481,-0.250549,0.00817871,0.966492
413978,0.0411377,-0.246948,-0.050293,0.966858
414018,0.0258179,-0.357605,-0.0192261,0.93335
414058,-0.00585938,-0.356567,0.00799561,0.934204
414100,-0.0221558,-0.328491,-0.0220947,0.94397
414140,0.00720215,-0.369873,0.00921631,0.929016
414181,-0.0444946,-0.411865,0.072876,0.907227
414220,-0.0958862,-0.412476,0.069458,0.903259
414263,-0.209717,-0.377075,0.0310059,0.901611
414301,-0.261841,-0.381104,0.010376,0.886597
414340,-0.351868,-0.307007,0.0139771,0.884155
414383,-0.378784,-0.28302,-0.00323486,0.881165
414421,-0.350403,-0.401428,0.0509033,0.844666
414463,-0.297302,-0.420349,0.0574951,0.855347
414503,-0.328674,-0.368896,0.057251,0.867554
414544,-0.261047,-0.395508,0.0195923,0.880371
414586,-0.272949,-0.336426,-0.00415039,0.901245
414627,-0.264587,-0.316345,0.0100708,0.91095
414666,-0.189392,-0.290344,0.0010376,0.937988
414707,-0.128479,-0.286194,-0.015686,0.949402
414748,-0.074585,-0.269653,-0.0236206,0.959778
414787,-0.00592041,-0.358887,-0.00512695,0.93335
414830,0.0175781,-0.379578,0.0362549,0.924255
414869,0.0324097,-0.338135,0.0376587,0.939758
414910,0.053894,-0.365051,0.0125732,0.929321
414951,0.0784302,-0.394958,0.036499,0.914612
414991,0.110168,-0.370972,0.0162354,0.921936
415031,0.125366,-0.382507,0.0623779,0.913269
415073,0.11969,-0.426636,0.12384,0.887878
415114,0.0749512,-0.494446,0.141479,0.854309
415153,0.0992432,-0.478516,0.141846,0.86084
415195,0.138184,-0.41571,0.125854,0.890076
415234,0.155029,-0.389526,0.107117,0.90155
415276,0.108521,-0.387817,0.112244,0.908447
415317,0.0401611,-0.343384,0.111267,0.931702
415355,0.0653687,-0.368652,0.123657,0.919006
415397,0.128296,-0.364441,0.09198,0.917725
415438,0.158813,-0.395264,0.144653,0.893066
415480,0.140564,-0.369629,0.144836,0.906982
415518,0.126709,-0.373047,0.0977783,0.913879
415559,0.159363,-0.428894,0.043396,0.888123
415600,0.133606,-0.339478,0.0286865,0.930664
415642,0.165771,-0.341675,0.0317383,0.9245
415681,0.166626,-0.359619,-0.00518799,0.918091
415723,0.12085,-0.349731,-0.0115356,0.928955
415764,0.11615,-0.394958,-0.00518799,0.911316
415804,0.0472412,-0.396484,0.00653076,0.916809
415844,-0.00280762,-0.448669,0.0111694,0.893616
415885,-0.0160522,-0.488037,-0.00128174,0.872681
415927,0.0113525,-0.500061,0.00878906,0.865845
415966,0.026001,-0.508057,0.022644,0.860657
416004,-0.0179443,-0.527893,0.0250244,0.848755
416047,-0.069519,-0.524719,0.0324097,0.847778
416088,-0.139893,-0.52179,0.0283203,0.841064
416128,-0.188354,-0.56012,0.0193481,0.806458
416168,-0.199341,-0.585388,0.00769043,0.785828
416208,-0.241821,-0.569885,0.0324097,0.784668
416249,-0.214905,-0.556152,0.00738525,0.802795
416289,-0.224121,-0.552795,-0.00335693,0.802612
416331,-0.197571,-0.544556,-0.0321045,0.814453
416370,-0.223328,-0.524902,-0.0675049,0.818542
416413,-0.265137,-0.586914,-0.122559,0.755127
416452,-0.272461,-0.585999,-0.12854,0.752258
416493,-0.301331,-0.541199,-0.113037,0.776855
416534,-0.313171,-0.514465,-0.101929,0.791748
416573,-0.334351,-0.491943,-0.0366821,0.80304
416618,-0.30542,-0.512512,-0.0453491,0.80127
416657,-0.3255,-0.595032,-0.0855713,0.729858
416697,-0.341492,-0.604492,-0.0757446,0.715698
416737,-0.350281,-0.557434,-0.072876,0.749146
416778,-0.327209,-0.548218,-0.0861206,0.764832
416818,-0.317017,-0.567749,-0.0852051,0.754944
416858,-0.317749,-0.557861,-0.0678101,0.763672
416899,-0.312561,-0.616211,-0.0964355,0.716492
416939,-0.358337,-0.59375,-0.139465,0.706787
416979,-0.366455,-0.590576,-0.125549,0.707886
417020,-0.35321,-0.579468,-0.123291,0.72406
417062,-0.406982,-0.578857,-0.122681,0.695862
417102,-0.371643,-0.580811,-0.150146,0.708496
417142,-0.383118,-0.537231,-0.127136,0.740601
417183,-0.426453,-0.493286,-0.0762329,0.754272
417224,-0.491028,-0.441711,-0.0779419,0.746765
417266,-0.548889,-0.410339,-0.0914307,0.722534
417305,-0.536682,-0.429199,-0.122742,0.716064
417346,-0.52124,-0.396606,-0.0985107,0.749207
417385,-0.516541,-0.44043,-0.0715942,0.730774
417426,-0.614624,-0.383606,-0.019165,0.688965
417467,-0.643982,-0.38208,-0.0869751,0.657104
417508,-0.699707,-0.395752,-0.0700684,0.590698
417549,-0.716064,-0.342468,-0.0657959,0.604675
417589,-0.679688,-0.41864,-0.0908203,0.595398
417631,-0.651245,-0.482361,-0.0689087,0.581726
417672,-0.652161,-0.48114,-0.0671997,0.58197
417712,-0.752563,-0.415894,-0.0475464,0.508362
417750,-0.779175,-0.401123,-0.0568848,0.478271
417791,-0.802368,-0.352417,-0.0146484,0.481445
417834,-0.818481,-0.274475,-0.010498,0.504578
417872,-0.786499,-0.344971,-0.071106,0.507324
417916,-0.745605,-0.414429,-0.0615845,0.518188
417954,-0.758728,-0.4104,-0.0400391,0.504333
417994,-0.75354,-0.423828,-0.0703735,0.49762
418036,-0.763489,-0.339844,-0.0552979,0.546326
418076,-0.751526,-0.360168,-0.0546875,0.549988
418117,-0.731812,-0.43103,-0.0385132,0.526489
418157,-0.747681,-0.368896,-0.0340576,0.551086
418199,-0.765442,-0.406006,-0.078064,0.493103
418239,-0.75824,-0.422668,-0.088623,0.488464
418280,-0.773926,-0.389099,-0.117126,0.485718
418321,-0.734375,-0.476379,-0.170898,0.452332
418361,-0.744995,-0.486267,-0.11084,0.442993
418400,-0.736755,-0.507507,-0.150757,0.420593
418441,-0.745605,-0.461731,-0.152405,0.455627
418482,-0.731873,-0.469421,-0.170471,0.463623
418522,-0.703125,-0.518677,-0.14502,0.464355
418563,-0.734253,-0.529297,-0.0977783,0.413757
418602,-0.720581,-0.577881,-0.161438,0.347534
418644,-0.709595,-0.537842,-0.166382,0.423645
418684,-0.702942,-0.544556,-0.140991,0.435303
418724,-0.687378,-0.531738,-0.142761,0.473694
418766,-0.700989,-0.498352,-0.188477,0.47406
418805,-0.699829,-0.506958,-0.216675,0.454224
418847,-0.689697,-0.500366,-0.201477,0.483093
418886,-0.7146,-0.499023,-0.158691,0.463867
418929,-0.720947,-0.4505,-0.164185,0.500366
418969,-0.738464,-0.392761,-0.140015,0.529907
419010,-0.766968,-0.375793,-0.0907593,0.512146
419051,-0.808777,-0.310486,-0.0692749,0.49469
419089,-0.845703,-0.277161,-0.0772095,0.449463
419131,-0.871582,-0.305115,-0.12793,0.361755
419172,-0.889404,-0.282654,-0.133301,0.333618
419212,-0.86853,-0.341553,-0.164307,0.319275
419252,-0.888489,-0.34021,-0.0991821,0.291626
419292,-0.90094,-0.317383,-0.144897,0.258057
419333,-0.895081,-0.315125,-0.161743,0.270996
419374,-0.896606,-0.332336,-0.140625,0.256775
419416,-0.870361,-0.405823,-0.130127,0.246704
419455,-0.90686,-0.377686,-0.0884399,0.164795
419496,-0.911194,-0.358887,-0.151062,0.13446
419537,-0.929626,-0.30542,-0.114563,0.171326
419580,-0.926819,-0.325073,-0.118958,0.145569
419618,-0.924377,-0.341309,-0.0994873,0.138245
419661,-0.928284,-0.326538,-0.148254,0.0985718
419702,-0.902466,-0.336548,-0.258118,0.0751953
419741,-0.9104,-0.320557,-0.234924,0.114807
419783,-0.879333,-0.360779,-0.287537,0.117859
419822,-0.899841,-0.340332,-0.248901,0.111694
419863,-0.915894,-0.29364,-0.266541,0.0616455
419903,-0.912537,-0.287903,-0.290344,-0.0115967
419943,-0.939148,-0.273315,-0.200867,-0.0549927
419983,-0.93811,-0.292358,-0.171143,-0.0721436
420022,-0.945618,-0.291321,-0.123474,-0.0757446
420065,-0.953369,-0.261475,-0.0987549,-0.114014
420108,-0.961792,-0.226257,-0.139893,-0.0647583
420147,-0.975769,-0.2099,-0.0540771,0.0300903
420187,-0.945923,-0.233887,-0.0809326,0.209656
420230,-0.901367,-0.280518,-0.104431,0.312988
420268,-0.886108,-0.27533,-0.152283,0.340271
420311,-0.882996,-0.245667,-0.179626,0.357361
420351,-0.852417,-0.246399,-0.159546,0.432678
420391,-0.823181,-0.278625,-0.122803,0.479248
420431,-0.837341,-0.265991,-0.0623169,0.473511
420472,-0.84436,-0.203613,0.0065918,0.495544
420512,-0.836487,-0.159241,0.0736084,0.519165
420553,-0.838196,-0.179565,0.0657959,0.510742
420594,-0.848572,-0.137268,0.116638,0.497437
420635,-0.804749,-0.0906982,0.147034,0.567932
420674,-0.728821,-0.0802612,0.136902,0.666016
420715,-0.624817,-0.0567017,0.174988,0.758789
420757,-0.588623,-0.0674438,0.209534,0.777832
420798,-0.573181,-0.0560913,0.237,0.78241
420837,-0.540649,-0.024292,0.264893,0.798096
420878,-0.508972,-0.0164795,0.284546,0.812195
420918,-0.452942,-0.0394287,0.294678,0.840515
420959,-0.440918,-0.06073,0.288696,0.847656
420999,-0.407654,-0.130615,0.279724,0.859375
421038,-0.204041,-0.205261,0.283142,0.914368
421083,-0.10968,-0.242004,0.309692,0.912964
421120,-0.0713501,-0.256714,0.282654,0.921448
421159,-0.0161133,-0.257324,0.229675,0.938477
421202,0.0148926,-0.206177,0.158691,0.965454
421241,0.0172119,-0.126953,0.10553,0.986145
421283,-0.0105591,-0.130371,0.142029,0.981201
421324,0.00506592,-0.15686,0.177917,0.971436
421364,0.00158691,-0.167114,0.166687,0.971741
421405,-0.0202637,-0.0944824,0.141113,0.985291
421445,-0.043335,-0.0603638,0.16925,0.982788
421486,-0.0245972,-0.0891113,0.194885,0.97644
421527,-0.00518799,-0.11084,0.180237,0.977356
421566,0.0289917,-0.107666,0.204346,0.972534
421607,0.0576782,-0.115723,0.264099,0.955811
421648,0.0413818,-0.111206,0.217834,0.96875
421687,0.0616455,-0.117981,0.198242,0.971069
421729,0.110535,-0.149414,0.211243,0.959595
421768,0.180664,-0.123352,0.163025,0.962036
421810,0.204041,-0.112427,0.249268,0.940002
421851,0.184265,-0.101257,0.233704,0.94928
421892,0.178772,-0.0756836,0.197876,0.960815
421932,0.217346,-0.0899658,0.216125,0.947632
421973,0.25824,-0.0750732,0.237854,0.93335
422016,0.259888,-0.0596313,0.268066,0.925781
422055,0.253235,-0.0275269,0.20929,0.944092
422096,0.281128,-0.0806885,0.261902,0.919678
422134,0.347473,-0.0571899,0.26178,0.89856
422178,0.398315,-0.0136719,0.282715,0.872437
422218,0.374634,0.0192871,0.217712,0.901062
422257,0.435547,-0.0316162,0.186096,0.880127
422298,0.489075,-0.0233765,0.194336,0.849976
422338,0.521851,0.0148315,0.156982,0.838318
422380,0.523315,0.0388794,0.15387,0.837219
422419,0.539185,0.0488281,0.0924072,0.835693
422461,0.555786,0.114258,0.0855103,0.81897
422501,0.550598,0.0939941,0.192871,0.806702
422541,0.523193,0.11792,0.152405,0.830139
422583,0.521423,0.123962,0.13855,0.832825
422623,0.560181,0.0919189,0.119019,0.814575
422663,0.576721,0.134338,0.146606,0.792358
422703,0.587219,0.124939,0.185181,0.778015
422745,0.574341,0.126099,0.2099,0.781128
422786,0.581543,0.0907593,0.285339,0.756409
422825,0.607056,0.0888062,0.26532,0.743774
422867,0.602966,0.109924,0.292603,0.734009
422907,0.61615,0.100159,0.248169,0.740723
422947,0.602478,0.0951538,0.324341,0.723022
422988,0.638672,0.0985718,0.276184,0.711426
423027,0.67334,0.138,0.371399,0.624207
423068,0.686646,0.162537,0.33551,0.624146
423110,0.687927,0.154724,0.339172,0.622742
423151,0.679749,0.143555,0.358521,0.623535
423189,0.734924,0.153992,0.34906,0.560608
423232,0.727295,0.223694,0.375793,0.528931
423270,0.723999,0.24469,0.352173,0.540344
423313,0.721191,0.249695,0.345642,0.545959
423352,0.667236,0.256287,0.321045,0.621338
423391,0.614075,0.257141,0.320068,0.674072
423434,0.623535,0.180542,0.330566,0.685059
423473,0.64856,0.170227,0.330566,0.664185
423514,0.641296,0.208435,0.319885,0.665588
423554,0.656494,0.200867,0.312622,0.656433
423596,0.659668,0.171509,0.304626,0.665344
423637,0.643738,0.150146,0.335876,0.671021
423676,0.655823,0.134338,0.341431,0.65979
423717,0.693359,0.153992,0.340759,0.615906
423760,0.736206,0.171143,0.328979,0.566162
423799,0.71521,0.194275,0.301147,0.599976
423839,0.712646,0.207214,0.239807,0.625793
423880,0.72229,0.219116,0.222351,0.617126
423921,0.762207,0.194519,0.221863,0.576172
423962,0.79248,0.237305,0.157166,0.539429
424001,0.770386,0.300171,0.183594,0.531677
424042,0.775635,0.293457,0.128723,0.543823
424084,0.789551,0.296631,0.162903,0.511963
424122,0.789246,0.334717,0.169861,0.486023
424165,0.79071,0.381042,0.205444,0.432861
424204,0.820862,0.397644,0.151733,0.380798
424246,0.81189,0.402283,0.201721,0.371887
424284,0.856506,0.345947,0.170532,0.343018
424326,0.841187,0.386475,0.186584,0.329102
424368,0.860107,0.346924,0.0941162,0.361938
424407,0.863525,0.341675,0.0817871,0.361694
424449,0.897034,0.30719,0.0830688,0.306702
424488,0.892395,0.351501,0.0805664,0.271179
424530,0.891602,0.359375,0.0675659,0.26709
424570,0.876709,0.410767,0.122131,0.218567
424612,0.896851,0.395813,0.126038,0.152039
424653,0.849915,0.486877,0.168518,0.110413
424690,0.886536,0.442993,0.0772705,0.109009
424731,0.851563,0.485657,0.197205,0.00866699
424774,0.774414,0.561523,0.252258,-0.145996
424815,0.707947,0.631104,0.210938,-0.236633
424852,0.69397,0.656067,0.16394,-0.247192
424895,0.682129,0.674683,0.16333,-0.229858
424934,0.680115,0.681702,0.152344,-0.222656
424976,0.683411,0.677612,0.15625,-0.22229
425017,0.688782,0.671448,0.163696,-0.218994
425057,0.68866,0.673096,0.164551,-0.213684
425098,0.686523,0.675354,0.159668,-0.216919
425137,0.68927,0.671936,0.151123,-0.224915
425179,0.68689,0.674988,0.145081,-0.226929
425219,0.69281,0.66333,0.145203,-0.242798
425259,0.732361,0.622864,0.104492,-0.254578
425299,0.710876,0.61969,0.121216,-0.309814
425340,0.713135,0.622681,0.114014,-0.301086
